番号,shopname,category,全店,デジタル,中小,住所１,住所２,電話番号
710,創作中華TENTEN,飲食店,〇,,●,豊中市新千里東町1-2-20,LABI LIFESERECT千里5F,06-4863-1060
711,壽笑堂,小売業 その他,〇,★,●,豊中市新千里東町1-2-3,千里レジデンス1F,06-6832-5512
712,ネイルズトゥゴー 千里中央店,理美容,〇,★,●,豊中市新千里東町1-2-4,5F,06-6836-4048
713,Cindibendi DAY UP,衣料品,〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6310-2266
714,JINS せんちゅうパル店,小売業 その他,〇,,,豊中市新千里東町1-3,せんちゅうパル1F,06-6369-7952
715,TEIKOKU BEAUTY & WELLNESS,ドラッグストア,〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6832-7540
716,サトウ花店 千里店,小売業 その他,〇,,,豊中市新千里東町1-3,せんちゅうパル1F,06-6835-8700
717,サンドラッグ せんちゅうパル店,ドラッグストア,〇,,,豊中市新千里東町1-3,せんちゅうパル1F,06-4798-5762
718,たこぞう 千里中央店,食料品(スーパー含む),〇,,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6871-6063
719,ディメンション 千里中央店,理美容,〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6832-9521
720,テルミークリニカルデザイン,理美容,〇,,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6832-9522
721,マネケン 千里中央店,食料品(スーパー含む),〇,,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6833-8600
722,マルシゲ せんちゅうパル店,食料品(スーパー含む),〇,,,豊中市新千里東町1-3,せんちゅうパル1F,06-6155-0780
723,モモタロー 千里店,食料品(スーパー含む),〇,,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6871-5520
724,リトルマーメイド 千里中央店,食料品(スーパー含む),〇,,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6831-2558
725,ローソン 千里中央店,コンビニエンスストア,〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6871-6488
726,ロッテリア 千里中央店,飲食店,〇,,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6833-8600
727,職人工房テンポ 千里中央店,小売業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6872-8282
728,千鳥屋宗家 千里中央店,飲食店,〇,,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6831-2559
729,大阪仏壇仏具センター株式会社越前屋 千里中央店,小売業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6871-0401
730,肉工房 千里屋 千里中央店,食料品(スーパー含む),〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6155-1297
731,文具の三協堂 千里中央店,小売業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6832-9515
732,木下名酒店 千里中央店,食料品(スーパー含む),〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6310-2802
733,浪花ろばた八角 千里中央店,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6831-0701
734,鍼灸整骨院セラピ,医療福祉,〇,★,●,豊中市新千里東町1-3,せんちゅうパル1F,06-6170-2662
735,COPO 千里中央店,衣料品,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6831-4088
736,REGAL SHOES 千里中央パル店,衣料品,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6832-9529
737,アルヘイム 千里中央店,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6833-1220
738,オーガニックプラザ せんちゅうパル店,食料品(スーパー含む),〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6170-7680
739,カメラのナニワ千里中央店,小売業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6831-2569
740,グリーン・アースウェア 千里中央店,衣料品,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6835-2181
741,ゴンチャ せんちゅうパル店,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6319-9188
742,サッカーショップKAMO 千里店,小売業 その他,〇,,,豊中市新千里東町1-3,せんちゅうパル2F,06-6832-8599
743,スーツセレクト せんちゅうパル,衣料品,〇,,,豊中市新千里東町1-3,せんちゅうパル2F,06-6836-5890
744,せんちゅうパル Index,衣料品,〇,,,豊中市新千里東町1-3,せんちゅうパル2F,06-6873-5515
745,ピエトロ 千里中央パル,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6834-7557
746,ファーマシーそま,小売業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6831-2570
747,ベルヴィル 千里中央パル,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6834-8990
748,メガネのセンリ,小売業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6832-9520
749,メガネの三城MIKISSIMES せんちゅうパル店,小売業 その他,〇,,,豊中市新千里東町1-3,せんちゅうパル2F,06-6170-2289
750,レディスショップ エスカイヤ,衣料品,〇,,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6872-2804
751,京ごふく たかはし,小売業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6831-2574
752,靴 チヨダ 千里中央店,小売業 その他,〇,,,豊中市新千里東町1-3,せんちゅうパル2F,06-6836-6855
753,靴下屋,衣料品,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6872-8460
754,笹川薬局 千里中央店,小売業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6832-2665
755,千里百番,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6835-0100
756,婦人服専門店ベッチンヤ,衣料品,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6832-0207
757,麵匠 天風堂,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパル2F,06-6834-2220
758,FOCUS,衣料品,〇,★,●,豊中市新千里東町1-3,せんちゅうパル3F,06-6834-8884
759,Relax せんちゅうパル店,理美容,〇,★,●,豊中市新千里東町1-3,せんちゅうパル3F,06-6832-7222
760,シェルブール,衣料品,〇,★,●,豊中市新千里東町1-3,せんちゅうパル3F,06-6831-5654
761,スキャンティーク 千里中央店,家具・雑貨,〇,★,●,豊中市新千里東町1-3,せんちゅうパル3F,06-6831-0755
762,ハロー!パソコン教室 千里中央校,サービス業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル3F,06-6832-1586
763,ブティックひでき せんちゅうパル店,衣料品,〇,★,●,豊中市新千里東町1-3,せんちゅうパル3F,06-6831-4945
764,千里庵,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパル3F,06-6871-7688
765,千里補聴器センター,小売業 その他,〇,★,●,豊中市新千里東町1-3,せんちゅうパル3F,06-6834-5665
766,田村書店 千里中央店,小売業 その他,〇,,●,豊中市新千里東町1-3,せんちゅうパル3F・4F,06-6831-5657
767,あっちこっち,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6835-0013
768,イタリアン・スペインバル IL CONCERTO,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6832-9503
769,ヴィドフランス 千里中央店,飲食店,〇,,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6831-2538
770,おでん居酒屋きたはま,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6832-9502
771,だし茶漬けとにゅうめんの店 だし福,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6831-0190
772,とんかつ梅八 千里中央店,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6831-5071
773,らーめん 熊五郎 せんちゅうパル店,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6831-2536
774,御蕎麦処 美松,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6831-2548
775,交栄 千里中央店,サービス業 その他,〇,,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6834-8878
776,千里中央海鮮食堂おーうえすと,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6369-7244
777,千里菫,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6155-1008
778,中国料理 聚楽,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6831-2539
779,和楽路屋,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6832-7510
780,丼丼亭 千里せんちゅうパル店,飲食店,〇,,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6871-7271
781,餃子食堂チャオチャオ 千里中央店,飲食店,〇,★,●,豊中市新千里東町1-3,せんちゅうパルB1F,06-6872-8696
782,カラーフィールド 千里中央店,小売業 その他,〇,★,●,豊中市新千里東町1-3-25,北大阪急行千里中央駅構内,06-6873-9101
783,ヨガヴィオラトリコロール,サービス業 その他,〇,,●,豊中市新千里東町1-4-1,阪急千里中央ビル10F,06-6871-4147
784,ダイコクドラッグ 千里中央店,ドラッグストア,〇,★,●,豊中市新千里東町1-4-1,阪急千里中央ビル1F,06-6836-6333
785,ハートカイロプラクテック院,医療福祉,〇,★,●,豊中市新千里東町1-4-1,阪急千里中央ビル5F,06-6152-6734
786,しきな鼻クリニック千里,医療福祉,〇,★,●,豊中市新千里東町1-4-2,千里ライフサイエンスセンタービル10F,06-6310-2501
787,LC薬局,小売業 その他,〇,★,●,豊中市新千里東町1-4-2,千里ライフサイエンスセンタービル1F,06-6833-0027
788,食道園 千里中央店,飲食店,〇,★,●,豊中市新千里東町1-4-2,千里ライフサイエンスセンタービル2F,06-6873-2229
789,B-fitスポーツクラブ 千里中央店,サービス業 その他,〇,★,●,豊中市新千里東町1-4-2,千里ライフサイエンスセンタービル3F,06-6873-3330
790,阪急阪神百貨店 千里阪急,小売業 その他,〇,,,豊中市新千里東町1-5-1,,06-6831-1221
791,銀座花菱 千里店,衣料品,〇,★,●,豊中市新千里東町1-5-1,阪急百貨店B1F,06-6831-0754
792,チャイナテーブル 千里中央店,飲食店,〇,,,豊中市新千里東町1-5-3,千里朝日阪急ビル22F,06-6873-2555
793,がんこ 千里中央店,飲食店,〇,,,豊中市新千里東町1-5-3,千里朝日阪急ビル2F,06-6871-3588
794,らーめん 風土記,飲食店,〇,★,●,豊中市新千里東町1-5-3,千里朝日阪急ビル2F,06-6831-6111
795,家族亭 千里中央店,飲食店,〇,,●,豊中市新千里東町1-5-3,千里朝日阪急ビル2F,06-6873-2577
796,Edit& 千里,理美容,〇,★,●,豊中市新千里東町1-5-3,千里朝日阪急ビル3F,06-6873-2552
797,GoodMan BARBER SHOP 千里,理美容,〇,★,●,豊中市新千里東町1-5-3,千里朝日阪急ビル3F,06-6319-9113
798,わかば薬局,医療福祉,〇,★,●,豊中市新千里東町1-5-3,千里朝日阪急ビル3F,06-6836-2322
799,E PRONTOモノウェル千里中央店,飲食店,〇,★,●,豊中市新千里東町1-5-4,大阪モノレール千里中央駅 改札内,06-6873-6873
800,阪急バス 千里中央案内所,その他の業種,〇,★,●,豊中市新千里東町1-705,,06-6871-0412
801,千里阪急ホテル カフェ&バイキング「シャガール」,宿泊施設,〇,,,豊中市新千里東町2-1,千里阪急ホテル,06-6871-8441
802,千里阪急ホテル メインラウンジ「さくららうんじ」,宿泊施設,〇,,,豊中市新千里東町2-1,千里阪急ホテル,06-6871-8446
803,千里阪急ホテル 中国料理「三楽」,宿泊施設,〇,,,豊中市新千里東町2-1,千里阪急ホテル,06-6871-8443
804,千里阪急ホテル 鉄板焼・フレンチ・和洋会席「ボナージュ」,宿泊施設,〇,,,豊中市新千里東町2-1,千里阪急ホテル,06-6871-8447
805,千里阪急ホテル 日本料理「つる家」,宿泊施設,〇,,,豊中市新千里東町2-1,千里阪急ホテル,06-6871-8408
806,千里阪急ホテル「ケーキショップ」,宿泊施設,〇,,,豊中市新千里東町2-1,千里阪急ホテル,06-6871-8441
807,フレスコ 新千里東店,食料品(スーパー含む),〇,★,●,豊中市新千里東町3-3-120-103,,06-6872-0201
808,笹川薬局 東町店,小売業 その他,〇,★,●,豊中市新千里東町3-3-120-104,,06-6872-2617
809,いなごや酒店,小売業 その他,〇,,●,豊中市新千里東町3-3-120-108,,06-6872-2612
810,千里電化サービス,電化製品,〇,★,●,豊中市新千里東町3-3-120-109,,06-6872-2623
811,みやけ整骨院,医療福祉,〇,★,●,豊中市新千里東町3-6-118,ステラハイツ千里101,06-6835-5144
812,Kanaeru,photo その他,〇,★,●,豊中市新千里西町2-3-9-411,,050-7580-8293
813,パナット はやし,電化製品,〇,,●,豊中市新千里西町3-2-10,,06-6872-2402
814,さいとう鍼灸整骨院,医療福祉,〇,★,●,豊中市新千里西町3-2-2,,06-6833-7877
815,笹部書店,小売業 その他,〇,★,●,豊中市新千里西町3-2-3,,06-6872-9385
816,セブン-イレブン 豊中新千里南町店,コンビニエンスストア,〇,★,●,豊中市新千里南町1-1-1,,06-6835-7411
817,直原ウィメンズクリニック,医療福祉,〇,★,●,豊中市新千里南町2-11-1,,06-6871-0314
818,じきはらこどもクリニック,医療福祉,〇,★,●,豊中市新千里南町2-11-7,,06-6871-1250
819,タンジョー薬局,その他の業種,〇,★,●,豊中市新千里南町2-12-15,,06-6871-9324
820,マックスバリュ 千里南町プラザ店,食料品(スーパー含む),〇,,,豊中市新千里南町2-12-15-101,,06-6831-2112
821,くろせ接骨院,医療福祉,〇,★,●,豊中市新千里南町2-12-4,近隣センター内,06-6871-4970
822,あほや 桃山台店,飲食店,〇,★,●,豊中市新千里南町2-5-16,レスパス豊中101,06-6831-2347
823,からあげ専門店FUJI 千里桃山台店,飲食店,〇,★,●,豊中市新千里南町2-5-16,レスパス豊中102,06-7162-1106
824,金比羅製麺 豊中千里店,飲食店,〇,★,●,豊中市新千里南町2-5-3,,06-6832-2202
825,天ぷら食堂おた福 豊中千里店,飲食店,〇,★,●,豊中市新千里南町2-5-3,,06-6872-1102
826,KANON,理美容,〇,★,●,豊中市新千里南町2-6-12,トーエイビル101,06-6832-3303
827,トレーニングスタジオ splus,サービス業 その他,〇,★,●,豊中市新千里南町2-6-12,トーエイビル303,09-06552-7372
828,やきとり大吉 東豊中店,飲食店,〇,★,●,豊中市新千里南町2-7-8,,06-6835-1008
829,Cafe COCONUT,飲食店,〇,★,●,豊中市新千里南町2-7-8,細川林業ビル101,06-6310-2072
830,エディオン 千里桃山台店,電化製品,〇,★,●,豊中市新千里南町3-1-13,,06-6831-6810
831,喝采,飲食店,〇,★,●,豊中市新千里南町3-1-13,マンションニュー千里102,06-6834-9441
832,ダイニングバー ループ,飲食店,〇,★,●,豊中市新千里南町3-1-13,マンションニュー千里103,06-6833-5678
833,千里三浦整骨院,その他の業種,〇,★,●,豊中市新千里南町3-1-14,ナカニシビル201,06-6871-0173
834,藤田クリニック,医療福祉,〇,★,●,豊中市新千里南町3-1-14,ナカニシビル303,06-6836-0588
835,ピリカ美容室,理美容,〇,,●,豊中市新千里南町3-1-24,,06-6833-7981
836,介護の窓口 ウラノ,医療福祉,〇,★,●,豊中市新千里南町3-1-24,1F,0120-00-6541
837,中国鮮家 響鈴,飲食店,〇,,●,豊中市新千里南町3-1-24,桃山台グリーンピア103,06-6832-2888
838,味処 祭,飲食店,〇,★,●,豊中市新千里南町3-1-24,桃山台グリーンピア105,06-6835-2313
839,ウラノマッサージ 千里店,医療福祉,〇,,●,豊中市新千里南町3-1-33,,06-6835-3135
840,カーニバルクリーニング 新千里店,サービス業 その他,〇,,●,豊中市新千里南町3-1-33,,06-6310-1277
841,North-Blue(整理収納サポート),サービス業 その他,〇,★,●,豊中市新千里南町3-27-5,,090-2872-2587
842,フランス料理 KAMIKAWA,飲食店,〇,★,●,豊中市新千里南町3-1-14,ナカニシビル103,06-6319-9187
843,笹川薬局 上新田店,小売業 その他,〇,★,●,豊中市上新田1-10-31,,06-6170-3710
844,中国料理 竹内,飲食店,〇,★,●,豊中市上新田1-24,M-102,06-6835-7751
845,牛肉商但馬屋 桃山台店,食料品(スーパー含む),〇,★,●,豊中市上新田1-28,,06-6831-4626
846,カタオカ歯科医院,医療福祉,〇,★,●,豊中市上新田1-28,千里中央パークヒルズK棟2F,06-6834-7778
847,Eyelash glam,サービス業 その他,〇,★,●,豊中市上新田1-28-25,ブリリアント尚1F,080-5691-9355
